8,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,
0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,
0,      0,      16,      105,    105,    105,    105,    105,    105,    105,    84,     0,
0,      0,      84,     83,     82,     83,     0,      0,      0,      0,      84,     0,
0,      0,      84,     0,      0,      0,      0,      0,      0,      0,      84,     0,
0,      0,      84,     0,      0,      0,      0,      0,      0,      0,      84,     0,
0,      0,      84,     0,      0,      0,      0,      0,      0,      0,      84,     0,
0,      0,      84,     0,      0,      25,    86,      0,      0,      0,      0,      0,
0,      0,      84,     105,    105,    85,    25,      0,      0,      0,      0,      0,
0,      0,      84,     0,      0,      0,      0,      0,      0,      0,      0,      0,
0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,
0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,
0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,
0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,
0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,
0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,
0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,
0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,
0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,
0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,
